ID,Nama Pelanggan,Tanggal Pembelian,Jumlah Pembelian
2782,Daniel Bishop,14/12/2022,948
2783,Susan Allen,10/08/2022,551
2784,Jessica Johnson,06/07/2022,927
2785,Jessica Simpson,16/12/2022,700
2786,Jordan Brown,18/07/2022,298
2787,Gregory Bishop,20/01/2022,920
2788,Sarah Brown,06/01/2022,299
2789,Jessica Rodriguez,15/12/2022,885
2790,Anthony Rodriguez,25/11/2022,357
2791,Colleen Williams,13/07/2022,219
2792,Andrea Allen,23/12/2022,829
2793,Michael Smith,23/12/2022,254
2794,Colleen Simpson,18/07/2022,982
2795,Susan Brown,24/06/2022,791
2796,Jessica Smith,29/06/2022,432
2797,Jessica Bishop,21/01/2022,81
2798,Michael Allen,17/10/2022,408
2799,Jordan Brown,30/01/2022,849
2800,Anthony Simpson,28/11/2022,438
2801,Daniel Johnson,25/09/2022,922
2802,Anthony Jones,01/10/2022,736
2803,Sarah Smith,03/01/2022,337
2804,Sarah Williams,23/07/2022,196
2805,Anthony Simpson,26/04/2022,980
2806,Anthony Johnson,20/12/2022,373
2807,Jordan Williams,04/06/2022,261
2808,Anthony Brown,24/12/2022,705
2809,Jessica Williams,03/06/2022,872
2810,Michael Bishop,24/12/2022,967
2811,Jordan Simpson,09/05/2022,353
2812,Sarah Simpson,18/01/2022,505
2813,Michael Brown,09/12/2022,472
2814,Anthony Bishop,06/10/2022,290
2815,Sarah Sampson,03/06/2022,610
2816,Sarah Bishop,07/09/2022,514
2817,Anthony Sampson,23/09/2022,307
2818,Daniel Simpson,16/05/2022,900
2819,Jordan Smith,14/04/2022,982
2820,Anthony Bishop,08/10/2022,153
2821,Jessica Williams,21/10/2022,757
2822,Colleen Simpson,29/06/2022,736
2823,Sarah Allen,21/10/2022,496
2824,Gregory Bishop,01/06/2022,7
2825,Gregory Simpson,14/10/2022,39
2826,Gregory Williams,20/10/2022,872
2827,Daniel Jones,11/10/2022,340
2828,Sarah Johnson,26/06/2022,135
2829,Jordan Simpson,16/06/2022,778
2830,Sarah Williams,18/05/2022,178
2831,Andrea Smith,26/04/2022,929
2832,Jessica Bishop,07/07/2022,65
2833,Sarah Simpson,20/11/2022,499
2834,Andrea Williams,28/12/2022,76
2835,Jordan Sampson,09/11/2022,224
2836,Colleen Simpson,01/06/2022,290
2837,Anthony Williams,05/01/2022,201
2838,Andrea Bishop,10/02/2022,610
2839,Jessica Williams,04/07/2022,184
2840,Anthony Sampson,16/04/2022,801
2841,Anthony Brown,02/06/2022,509
2842,Andrea Smith,26/12/2022,694
2843,Andrea Johnson,12/12/2022,349
2844,Jessica Johnson,28/03/2022,828
2845,Colleen Smith,24/10/2022,93
2846,Sarah Jones,04/06/2022,455
2847,Colleen Brown,05/05/2022,485
2848,Sarah Sampson,01/05/2022,985
2849,Daniel Jones,16/06/2022,917
2850,Susan Johnson,28/11/2022,876
2851,Gregory Sampson,22/01/2022,998
2852,Gregory Sampson,07/12/2022,724
2853,Michael Bishop,26/04/2022,157
2854,Sarah Jones,02/04/2022,253
2855,Andrea Sampson,08/07/2022,33
2856,Anthony Williams,16/11/2022,797
2857,Jessica Simpson,14/04/2022,554
2858,Colleen Johnson,24/08/2022,843
2859,Sarah Bishop,28/03/2022,464
2860,Jordan Bishop,27/10/2022,559
2861,Daniel Simpson,14/03/2022,391
2862,Daniel Allen,11/06/2022,86
2863,Daniel Bishop,30/03/2022,902
2864,Michael Jones,02/01/2022,370
2865,Andrea Jones,30/08/2022,815
2866,Anthony Sampson,13/07/2022,144
2867,Jessica Bishop,10/01/2022,2
2868,Anthony Johnson,29/10/2022,336
2869,Gregory Allen,26/11/2022,164
2870,Jessica Williams,07/07/2022,324
2871,Gregory Rodriguez,31/10/2022,325
2872,Andrea Jones,16/04/2022,763
2873,Gregory Johnson,21/07/2022,373
2874,Michael Johnson,04/03/2022,629
2875,Gregory Johnson,23/03/2022,405
2876,Michael Rodriguez,20/04/2022,536
2877,Jordan Williams,08/10/2022,706
2878,Susan Sampson,29/09/2022,112
2879,Sarah Simpson,14/02/2022,711
2880,Jordan Jones,23/03/2022,311
2881,Colleen Sampson,19/07/2022,738
2882,Sarah Jones,28/06/2022,847
2883,Andrea Brown,23/08/2022,516
2884,Sarah Jones,09/02/2022,576
2885,Daniel Allen,28/07/2022,772
2886,Michael Simpson,05/03/2022,84
2887,Jordan Rodriguez,05/07/2022,129
2888,Jordan Smith,18/05/2022,870
2889,Sarah Rodriguez,27/11/2022,107
2890,Andrea Sampson,19/02/2022,294
2891,Sarah Sampson,09/05/2022,292
2892,Susan Sampson,03/05/2022,972
2893,Gregory Allen,06/10/2022,917
2894,Colleen Jones,01/12/2022,423
2895,Sarah Jones,29/10/2022,105
2896,Susan Sampson,14/03/2022,935
2897,Anthony Williams,27/01/2022,220
2898,Michael Brown,11/03/2022,179
2899,Jordan Jones,04/02/2022,392
2900,Susan Rodriguez,07/07/2022,298
2901,Andrea Brown,21/08/2022,11
2902,Andrea Bishop,14/09/2022,502
2903,Michael Simpson,05/07/2022,22
2904,Colleen Bishop,29/10/2022,945
2905,Gregory Williams,11/08/2022,296
2906,Daniel Sampson,29/07/2022,57
2907,Jessica Sampson,25/06/2022,766
2908,Susan Jones,12/05/2022,565
2909,Colleen Smith,18/12/2022,940
2910,Sarah Johnson,17/11/2022,389
2911,Andrea Smith,22/11/2022,622
2912,Colleen Smith,25/02/2022,81
2913,Daniel Allen,02/01/2022,109
2914,Jordan Simpson,26/01/2022,758
2915,Jessica Rodriguez,07/01/2022,261
2916,Jessica Rodriguez,10/05/2022,218
2917,Sarah Bishop,28/05/2022,824
2918,Anthony Rodriguez,05/08/2022,121
2919,Anthony Jones,18/03/2022,755
2920,Sarah Sampson,21/10/2022,23
2921,Sarah Smith,31/10/2022,2
2922,Gregory Bishop,13/02/2022,97
2923,Gregory Smith,31/12/2022,471
2924,Colleen Williams,06/05/2022,633
2925,Daniel Bishop,08/12/2022,848
2926,Sarah Williams,25/03/2022,825
2927,Daniel Jones,19/08/2022,454
2928,Andrea Johnson,29/10/2022,619
2929,Anthony Allen,14/08/2022,19
2930,Sarah Jones,25/07/2022,133
2931,Daniel Bishop,07/05/2022,444
2932,Jordan Simpson,07/01/2022,258
2933,Gregory Brown,13/03/2022,636
2934,Sarah Rodriguez,07/08/2022,843
2935,Jordan Jones,11/11/2022,57
2936,Jessica Sampson,23/11/2022,361
2937,Michael Rodriguez,25/04/2022,913
2938,Colleen Rodriguez,02/01/2022,805
2939,Daniel Sampson,11/10/2022,566
2940,Sarah Sampson,29/08/2022,123
2941,Daniel Williams,14/04/2022,281
2942,Susan Sampson,11/11/2022,11
2943,Gregory Simpson,13/12/2022,56
2944,Jessica Allen,29/05/2022,823
2945,Andrea Bishop,16/09/2022,59
2946,Andrea Brown,27/07/2022,925
2947,Anthony Johnson,30/11/2022,861
2948,Anthony Johnson,19/12/2022,53
2949,Anthony Allen,26/02/2022,379
2950,Colleen Brown,16/02/2022,586
2951,Daniel Johnson,30/07/2022,825
2952,Jordan Bishop,12/04/2022,864
2953,Michael Williams,13/05/2022,496
2954,Michael Bishop,11/07/2022,82
2955,Daniel Simpson,12/04/2022,504
2956,Jessica Allen,13/06/2022,567
2957,Sarah Jones,11/08/2022,463
2958,Jordan Jones,15/09/2022,282
2959,Andrea Rodriguez,23/05/2022,762
2960,Daniel Johnson,30/08/2022,78
2961,Jessica Sampson,19/09/2022,265
2962,Sarah Bishop,11/07/2022,142
2963,Anthony Sampson,03/02/2022,917
2964,Anthony Williams,30/01/2022,255
2965,Sarah Simpson,12/06/2022,107
2966,Sarah Brown,30/03/2022,535
2967,Susan Williams,03/03/2022,412
2968,Jordan Smith,27/11/2022,594
2969,Colleen Simpson,09/05/2022,898
2970,Michael Sampson,18/01/2022,136
2971,Anthony Williams,29/05/2022,871
2972,Jessica Simpson,24/12/2022,812
2973,Daniel Smith,28/03/2022,8
2974,Anthony Allen,31/07/2022,986
2975,Daniel Brown,25/11/2022,795
2976,Andrea Allen,10/10/2022,723
2977,Daniel Simpson,10/05/2022,181
2978,Gregory Simpson,29/04/2022,867
2979,Colleen Jones,14/04/2022,935
2980,Jessica Simpson,06/07/2022,487
2981,Susan Jones,20/08/2022,47
2982,Anthony Bishop,01/12/2022,454
2983,Jordan Brown,24/04/2022,237
2984,Jordan Johnson,19/07/2022,721
2985,Michael Johnson,12/08/2022,803
2986,Sarah Allen,03/12/2022,36
2987,Michael Bishop,21/09/2022,906
2988,Susan Allen,13/06/2022,126
2989,Jessica Jones,08/05/2022,10
2990,Jordan Rodriguez,12/12/2022,918
2991,Gregory Smith,09/05/2022,989
2992,Gregory Simpson,01/02/2022,812
2993,Anthony Simpson,11/11/2022,324
2994,Jessica Simpson,30/11/2022,331
2995,Susan Brown,24/10/2022,595
2996,Daniel Smith,18/09/2022,999
2997,Jessica Allen,23/06/2022,539
2998,Michael Rodriguez,18/08/2022,575
2999,Gregory Williams,30/08/2022,118
3000,Michael Sampson,11/10/2022,343
3001,Andrea Smith,16/10/2022,371
3002,Daniel Williams,13/01/2022,832
3003,Jessica Rodriguez,09/11/2022,855
3004,Daniel Allen,15/02/2022,285
3005,Colleen Johnson,03/04/2022,477
3006,Sarah Bishop,12/07/2022,428
3007,Anthony Rodriguez,12/05/2022,655
3008,Daniel Brown,04/09/2022,505
3009,Jordan Sampson,11/01/2022,403
3010,Colleen Smith,03/06/2022,880
3011,Colleen Simpson,29/07/2022,808
3012,Gregory Rodriguez,30/10/2022,110
3013,Sarah Simpson,18/07/2022,846
3014,Colleen Sampson,30/07/2022,139
3015,Jessica Jones,29/11/2022,713
3016,Susan Bishop,10/03/2022,32
3017,Michael Williams,11/07/2022,966
3018,Michael Rodriguez,09/02/2022,933
3019,Michael Bishop,25/10/2022,351
3020,Colleen Bishop,23/07/2022,462
3021,Jordan Rodriguez,17/01/2022,524
3022,Susan Brown,10/02/2022,542
3023,Colleen Johnson,14/08/2022,538
3024,Anthony Jones,19/10/2022,446
3025,Jordan Jones,05/08/2022,803
3026,Michael Johnson,03/04/2022,355
3027,Jordan Brown,11/01/2022,238
3028,Anthony Johnson,09/09/2022,319
3029,Jordan Simpson,21/04/2022,570
3030,Jessica Jones,19/11/2022,738
3031,Sarah Johnson,28/06/2022,139
3032,Andrea Williams,07/03/2022,754
3033,Anthony Smith,22/02/2022,908
3034,Andrea Smith,15/11/2022,712
3035,Jordan Rodriguez,29/07/2022,960
3036,Jessica Rodriguez,09/08/2022,963
3037,Andrea Jones,23/04/2022,501
3038,Sarah Williams,11/10/2022,920
3039,Anthony Allen,11/12/2022,88
3040,Susan Rodriguez,06/07/2022,706
3041,Jessica Bishop,19/03/2022,379
3042,Colleen Bishop,18/06/2022,82
3043,Sarah Rodriguez,22/05/2022,703
3044,Jordan Sampson,29/08/2022,668
3045,Michael Smith,13/10/2022,1
3046,Susan Johnson,11/08/2022,894
3047,Colleen Jones,22/07/2022,770
3048,Jessica Simpson,23/09/2022,405
3049,Susan Simpson,13/01/2022,813
3050,Sarah Simpson,27/04/2022,69
3051,Andrea Johnson,18/06/2022,949
3052,Andrea Jones,18/08/2022,270
3053,Anthony Allen,24/12/2022,792
3054,Susan Simpson,10/03/2022,164
3055,Daniel Allen,01/06/2022,925
3056,Jordan Jones,07/08/2022,525
3057,Jordan Jones,08/11/2022,544
3058,Andrea Rodriguez,02/04/2022,441
3059,Daniel Brown,10/04/2022,263
3060,Anthony Williams,02/11/2022,270
3061,Jessica Rodriguez,10/01/2022,6
3062,Daniel Jones,04/10/2022,514
3063,Anthony Sampson,12/04/2022,334
3064,Jordan Smith,20/12/2022,80
3065,Susan Rodriguez,23/02/2022,891
3066,Jessica Bishop,30/06/2022,176
3067,Susan Simpson,10/06/2022,406
3068,Daniel Simpson,09/04/2022,623
3069,Jessica Simpson,29/09/2022,422
3070,Susan Johnson,06/02/2022,311
3071,Michael Johnson,30/05/2022,142
3072,Susan Allen,28/11/2022,492
3073,Jessica Jones,20/10/2022,866
3074,Susan Johnson,26/12/2022,825
3075,Jessica Johnson,28/08/2022,396
3076,Sarah Smith,09/06/2022,61
3077,Gregory Smith,07/07/2022,866
3078,Jordan Allen,29/10/2022,914
3079,Daniel Sampson,22/08/2022,399
3080,Susan Jones,25/09/2022,530
3081,Anthony Jones,27/04/2022,879
3082,Susan Simpson,12/07/2022,816
3083,Susan Simpson,23/01/2022,194
3084,Daniel Brown,09/06/2022,453
3085,Anthony Johnson,21/01/2022,371
3086,Andrea Smith,24/08/2022,674
3087,Sarah Jones,31/08/2022,256
3088,Sarah Rodriguez,14/04/2022,820
3089,Jordan Sampson,16/08/2022,873
3090,Jessica Williams,15/02/2022,117
3091,Susan Johnson,29/03/2022,481
3092,Daniel Johnson,20/06/2022,828
3093,Sarah Johnson,14/07/2022,444
3094,Jessica Jones,28/12/2022,438
3095,Anthony Smith,27/02/2022,691
3096,Colleen Rodriguez,26/04/2022,347
3097,Sarah Rodriguez,08/02/2022,368
3098,Jessica Brown,09/04/2022,984
3099,Anthony Smith,05/05/2022,215
3100,Anthony Sampson,27/06/2022,246
3101,Anthony Brown,04/09/2022,496
3102,Jordan Brown,23/08/2022,13
3103,Daniel Sampson,12/03/2022,525
3104,Andrea Brown,15/02/2022,591
3105,Sarah Rodriguez,31/01/2022,217
3106,Andrea Sampson,22/09/2022,413
3107,Colleen Williams,09/01/2022,329
3108,Daniel Jones,07/01/2022,174
3109,Jordan Smith,13/09/2022,160
3110,Daniel Williams,05/07/2022,717
3111,Anthony Johnson,04/02/2022,37
3112,Michael Smith,07/07/2022,110
3113,Daniel Johnson,02/07/2022,130
3114,Jessica Bishop,10/03/2022,839
3115,Michael Smith,26/07/2022,417
3116,Colleen Jones,18/03/2022,332
3117,Anthony Rodriguez,12/10/2022,253
3118,Colleen Johnson,24/09/2022,664
3119,Jordan Williams,29/11/2022,796
3120,Sarah Rodriguez,04/10/2022,967
3121,Anthony Bishop,09/06/2022,692
3122,Jessica Williams,03/05/2022,340
3123,Anthony Simpson,24/12/2022,501
3124,Jessica Simpson,31/07/2022,604
3125,Michael Williams,17/10/2022,449
3126,Jordan Allen,18/12/2022,505
3127,Michael Simpson,16/06/2022,615
3128,Jessica Brown,25/09/2022,537
3129,Colleen Brown,02/12/2022,249
3130,Daniel Rodriguez,10/02/2022,828
3131,Colleen Johnson,08/01/2022,695
3132,Colleen Allen,04/10/2022,857
3133,Jessica Bishop,21/08/2022,937
3134,Jessica Brown,04/10/2022,402
3135,Daniel Brown,13/05/2022,605
3136,Susan Sampson,21/09/2022,647
3137,Jessica Jones,16/12/2022,420
3138,Susan Brown,29/04/2022,486
3139,Sarah Johnson,05/08/2022,966
3140,Gregory Simpson,29/04/2022,476
3141,Jordan Rodriguez,31/07/2022,234
3142,Jessica Sampson,31/05/2022,241
3143,Andrea Allen,27/10/2022,509
3144,Jordan Brown,13/08/2022,44
3145,Michael Johnson,30/01/2022,667
3146,Andrea Jones,09/02/2022,502
3147,Andrea Brown,01/08/2022,242
3148,Sarah Smith,04/02/2022,214
3149,Jessica Rodriguez,28/12/2022,774
3150,Sarah Allen,15/06/2022,677
3151,Colleen Bishop,28/12/2022,669
3152,Sarah Sampson,19/02/2022,652
3153,Andrea Rodriguez,28/10/2022,835
3154,Daniel Rodriguez,22/11/2022,560
3155,Daniel Bishop,03/05/2022,555
3156,Sarah Bishop,05/06/2022,624
3157,Jordan Rodriguez,09/11/2022,437
3158,Michael Williams,21/01/2022,567
3159,Jessica Sampson,14/09/2022,554
3160,Sarah Allen,03/04/2022,492
3161,Susan Williams,02/02/2022,283
3162,Anthony Jones,20/08/2022,146
3163,Jessica Sampson,30/08/2022,350
3164,Michael Smith,18/07/2022,664
3165,Jessica Sampson,08/12/2022,369
3166,Andrea Simpson,05/03/2022,896
3167,Sarah Williams,21/05/2022,369
3168,Michael Williams,16/08/2022,94
3169,Sarah Williams,20/11/2022,327
3170,Sarah Jones,26/11/2022,238
3171,Michael Allen,26/02/2022,273
3172,Colleen Bishop,03/01/2022,979
3173,Susan Sampson,01/05/2022,673
3174,Jordan Williams,02/03/2022,753
3175,Jessica Bishop,07/03/2022,608
3176,Daniel Rodriguez,24/10/2022,108
3177,Susan Brown,14/02/2022,591
3178,Anthony Brown,03/06/2022,536
3179,Anthony Williams,24/04/2022,595
3180,Jordan Smith,04/04/2022,549
3181,Sarah Jones,08/02/2022,573
3182,Gregory Jones,22/05/2022,933
3183,Jordan Bishop,09/11/2022,250
3184,Colleen Rodriguez,20/10/2022,297
3185,Gregory Williams,23/08/2022,281
3186,Michael Simpson,30/05/2022,822
3187,Daniel Smith,03/02/2022,383
3188,Andrea Smith,09/10/2022,46
3189,Daniel Brown,06/04/2022,483
3190,Anthony Williams,18/12/2022,83
3191,Jessica Simpson,09/03/2022,451
3192,Colleen Williams,17/04/2022,146
3193,Gregory Rodriguez,19/08/2022,956
3194,Andrea Williams,09/02/2022,812
3195,Colleen Johnson,20/10/2022,687
3196,Colleen Brown,22/04/2022,369
3197,Sarah Sampson,26/02/2022,359
3198,Jessica Johnson,04/07/2022,944
3199,Jordan Sampson,06/12/2022,786
3200,Jordan Bishop,01/01/2022,28
3201,Jordan Jones,18/10/2022,338
3202,Sarah Allen,13/10/2022,448
3203,Colleen Smith,16/05/2022,853
3204,Sarah Sampson,30/03/2022,981
3205,Jessica Jones,08/08/2022,535
3206,Gregory Sampson,12/12/2022,936
3207,Colleen Simpson,11/04/2022,608
3208,Jordan Jones,16/05/2022,702
3209,Anthony Williams,20/01/2022,550
3210,Colleen Simpson,04/03/2022,201
3211,Gregory Allen,11/07/2022,171
3212,Anthony Bishop,03/06/2022,415
3213,Susan Allen,29/10/2022,723
3214,Sarah Bishop,12/01/2022,22
3215,Colleen Brown,23/10/2022,656
3216,Gregory Smith,11/06/2022,606
3217,Daniel Allen,25/03/2022,634
3218,Gregory Rodriguez,25/05/2022,334
3219,Andrea Williams,27/06/2022,376
3220,Andrea Simpson,12/10/2022,507
3221,Jordan Allen,11/01/2022,613
3222,Colleen Johnson,03/12/2022,280
3223,Anthony Simpson,23/07/2022,779
3224,Anthony Simpson,03/06/2022,473
3225,Colleen Simpson,11/03/2022,826
3226,Gregory Williams,11/09/2022,488
3227,Daniel Rodriguez,24/12/2022,663
3228,Sarah Smith,07/07/2022,11
3229,Michael Williams,06/09/2022,706
3230,Gregory Simpson,14/10/2022,258
3231,Michael Allen,12/10/2022,346
3232,Andrea Bishop,02/10/2022,646
3233,Sarah Williams,17/10/2022,378
3234,Sarah Rodriguez,22/05/2022,135
3235,Susan Williams,20/08/2022,613
3236,Colleen Sampson,25/12/2022,297
3237,Gregory Brown,24/06/2022,417
3238,Jessica Williams,11/12/2022,137
3239,Sarah Sampson,12/04/2022,165
3240,Jessica Johnson,06/08/2022,20
3241,Jessica Sampson,29/11/2022,410
3242,Daniel Smith,11/04/2022,989
3243,Anthony Rodriguez,25/12/2022,733
3244,Jessica Brown,28/12/2022,817
3245,Jessica Bishop,30/07/2022,245
3246,Andrea Jones,20/06/2022,974
3247,Susan Brown,11/02/2022,865
3248,Andrea Smith,25/08/2022,806
3249,Gregory Allen,13/06/2022,258
3250,Michael Williams,25/06/2022,154
3251,Jordan Johnson,26/06/2022,547
3252,Colleen Allen,11/04/2022,610
3253,Jordan Brown,08/01/2022,611
3254,Michael Sampson,22/11/2022,517
3255,Daniel Simpson,04/05/2022,287
3256,Sarah Jones,22/12/2022,555
3257,Anthony Smith,05/09/2022,661
3258,Anthony Sampson,03/03/2022,814
3259,Daniel Johnson,31/10/2022,49
3260,Gregory Sampson,31/07/2022,744
3261,Andrea Smith,15/07/2022,95
3262,Anthony Simpson,06/03/2022,493
3263,Andrea Allen,17/12/2022,293
3264,Andrea Simpson,12/11/2022,236
3265,Jordan Bishop,26/01/2022,501
3266,Daniel Smith,26/08/2022,50
3267,Sarah Brown,05/07/2022,993
3268,Gregory Sampson,29/03/2022,811
3269,Susan Johnson,07/06/2022,36
3270,Anthony Williams,21/03/2022,515
3271,Daniel Johnson,11/03/2022,108
3272,Andrea Simpson,27/02/2022,320
3273,Daniel Williams,22/03/2022,641
3274,Colleen Sampson,01/11/2022,778
3275,Sarah Bishop,16/06/2022,207
3276,Colleen Sampson,07/02/2022,274
3277,Susan Smith,17/05/2022,879
3278,Colleen Williams,23/05/2022,159
3279,Susan Smith,05/06/2022,943
3280,Daniel Sampson,17/08/2022,265
3281,Colleen Bishop,26/05/2022,261
3282,Michael Sampson,16/07/2022,72
3283,Jessica Simpson,13/03/2022,199
3284,Michael Bishop,15/09/2022,736
3285,Michael Williams,05/09/2022,29
3286,Susan Johnson,31/12/2022,496
3287,Andrea Smith,04/03/2022,858
3288,Michael Jones,09/01/2022,627
3289,Susan Sampson,23/01/2022,583
3290,Andrea Allen,04/09/2022,397
3291,Colleen Johnson,24/08/2022,126
3292,Jordan Sampson,12/03/2022,223
3293,Colleen Smith,29/05/2022,88
3294,Jordan Brown,18/06/2022,297
3295,Colleen Simpson,04/03/2022,201
3296,Anthony Rodriguez,22/10/2022,977
3297,Michael Bishop,09/01/2022,323
3298,Jordan Jones,12/01/2022,577
3299,Jordan Smith,17/02/2022,90
3300,Andrea Allen,21/03/2022,918
3301,Susan Brown,09/01/2022,694
3302,Susan Rodriguez,02/08/2022,334
3303,Andrea Allen,15/02/2022,228
3304,Daniel Williams,30/10/2022,114
3305,Anthony Allen,13/10/2022,589
3306,Jordan Sampson,14/12/2022,793
3307,Sarah Williams,13/07/2022,389
3308,Michael Allen,06/07/2022,690
3309,Andrea Jones,18/11/2022,341
3310,Susan Johnson,02/08/2022,226
3311,Andrea Williams,12/02/2022,113
3312,Sarah Johnson,10/03/2022,116
3313,Michael Brown,09/05/2022,914
3314,Jordan Simpson,25/02/2022,782
3315,Jordan Johnson,11/09/2022,531
3316,Sarah Brown,28/07/2022,373
3317,Sarah Simpson,09/07/2022,788
3318,Anthony Rodriguez,04/09/2022,229
3319,Daniel Rodriguez,16/05/2022,22
3320,Colleen Johnson,14/09/2022,73
3321,Anthony Bishop,14/07/2022,610
3322,Andrea Allen,24/01/2022,362
3323,Susan Allen,14/05/2022,848
3324,Susan Williams,17/06/2022,149
3325,Gregory Simpson,26/11/2022,633
3326,Colleen Simpson,11/01/2022,479
3327,Colleen Williams,22/10/2022,672
3328,Gregory Simpson,27/07/2022,365
3329,Anthony Allen,07/07/2022,591
3330,Anthony Williams,12/02/2022,377
3331,Daniel Allen,03/10/2022,386
3332,Anthony Smith,13/06/2022,970
3333,Anthony Johnson,10/05/2022,706
3334,Gregory Simpson,12/12/2022,504
3335,Michael Simpson,19/06/2022,569
3336,Anthony Johnson,27/07/2022,434
3337,Susan Johnson,22/05/2022,523
3338,Daniel Allen,12/12/2022,968
3339,Gregory Williams,22/07/2022,36
3340,Michael Sampson,27/03/2022,450
3341,Michael Sampson,13/11/2022,600
3342,Susan Jones,02/05/2022,470
3343,Jordan Bishop,10/05/2022,130
3344,Gregory Williams,08/08/2022,633
3345,Anthony Brown,08/10/2022,38
3346,Sarah Rodriguez,06/09/2022,801
3347,Gregory Simpson,05/11/2022,830
3348,Andrea Sampson,30/06/2022,180
3349,Anthony Sampson,29/01/2022,29
3350,Sarah Brown,11/08/2022,811
3351,Daniel Johnson,10/04/2022,705
3352,Michael Bishop,02/02/2022,977
3353,Anthony Johnson,23/04/2022,93
3354,Michael Jones,01/10/2022,655
3355,Colleen Simpson,31/05/2022,849
3356,Jessica Smith,28/04/2022,310
3357,Jordan Allen,14/09/2022,725
3358,Andrea Johnson,24/01/2022,598
3359,Sarah Bishop,18/01/2022,515
3360,Gregory Simpson,02/06/2022,377
3361,Jordan Rodriguez,23/05/2022,929
3362,Sarah Simpson,11/07/2022,139
3363,Jessica Bishop,29/05/2022,689
3364,Colleen Williams,23/10/2022,943
3365,Andrea Smith,24/03/2022,991
3366,Anthony Jones,02/01/2022,243
3367,Sarah Jones,29/06/2022,642
3368,Susan Smith,07/04/2022,964
3369,Colleen Williams,20/03/2022,916
3370,Gregory Sampson,25/07/2022,547
3371,Michael Allen,16/02/2022,647
3372,Andrea Johnson,25/10/2022,197
3373,Susan Bishop,21/10/2022,398
3374,Anthony Rodriguez,11/09/2022,701
3375,Jessica Simpson,20/11/2022,165
3376,Andrea Jones,30/09/2022,164
3377,Daniel Sampson,05/10/2022,138
3378,Anthony Allen,03/09/2022,166
3379,Daniel Bishop,14/02/2022,125
3380,Daniel Rodriguez,03/12/2022,82
3381,Sarah Williams,28/02/2022,191
3382,Colleen Johnson,20/06/2022,786
3383,Jessica Smith,14/09/2022,502
3384,Jessica Jones,01/03/2022,387
3385,Jessica Smith,30/11/2022,166
3386,Susan Williams,16/08/2022,423
3387,Jordan Jones,28/02/2022,507
3388,Colleen Simpson,03/02/2022,55
3389,Gregory Allen,29/03/2022,387
3390,Sarah Johnson,25/07/2022,414
3391,Gregory Johnson,01/09/2022,28
3392,Gregory Brown,27/03/2022,266
3393,Andrea Bishop,08/05/2022,977
3394,Jessica Allen,29/01/2022,823
3395,Gregory Rodriguez,31/12/2022,590
3396,Michael Sampson,02/01/2022,953
3397,Daniel Brown,17/04/2022,281
3398,Susan Allen,04/02/2022,773
3399,Gregory Bishop,08/03/2022,117
